generation_index,source_sample_id,source_image_path,source_label_path,source_image_sha256,source_label_sha256,source_split,is_negative,anchor_class,class_ids,prompt,seed,width,height,num_inference_steps,guidance_scale,scheduler,base_output_filename,rgda_output_filename,rgda_checkpoint_sha256
505,formal_train_1324,,,f78661fcf755add952d44c19991a3a54c385a17c848a94e89715c15a89424552,284259ed58605187d12648d49b4e79b554232e9c1dd0456685d760e215cfe0db,train,false,D00,,a Czech road surface with longitudinal crack damage,202600505,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0505_formal_train_1324.png,sd3rgda_0505_formal_train_1324.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
506,formal_train_1330,,,258166c9a1943c87e88f75df69a45f82eeaaee452ad6ec5ce62cfca84212a1e1,46ac6c13ec8518f12dd4f582efbdaea668967d632907a554e7dbeffa0d84841f,train,false,D20,,a Czech road surface with alligator crack damage,202600506,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0506_formal_train_1330.png,sd3rgda_0506_formal_train_1330.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
507,formal_train_1331,,,6388e24324052602ad620a06cc6dcefacee2fe23c6e72344421e286546f505b8,5903d72bbaea99e27fd28290e47bc2233daa95c28c1700180683ea496c921f04,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600507,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0507_formal_train_1331.png,sd3rgda_0507_formal_train_1331.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
508,formal_train_1334,,,f56e2a15fb3d08ebdd727f4084d7e50c180bd0ca6c2e2f82a43a808ddd5255f5,b60702cd97e50824d84a12fe1633e2807a33bb6c1929a4d56540828a96ffbe2c,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600508,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0508_formal_train_1334.png,sd3rgda_0508_formal_train_1334.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
509,formal_train_1335,,,abf87edf0bc4fc192b07977595681a9800c74446eb29e47f0a8830597389e5fa,a5aa8a77f5a8d9198f8a620eb2f99489a18fd9adc3d2588d0e49ba270d7b4008,train,false,D00,,a Czech road surface with longitudinal crack damage,202600509,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0509_formal_train_1335.png,sd3rgda_0509_formal_train_1335.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
510,formal_train_1337,,,a5eac826601ca820757335c9e6d64c17a5dc56163b6f674397ea5b764f1badbb,83317252680cd7571fdd4953cd993f5d587334d9df5a4f74b6ece11489d5adb4,train,false,D00,,a Czech road surface with longitudinal crack damage,202600510,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0510_formal_train_1337.png,sd3rgda_0510_formal_train_1337.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
511,formal_train_1339,,,4d05e213d0382fff9eb2c227578334b17c10f89df947651c7d8959c4d78ecee1,9a57a6d4a356ec85984e3b6abb956e09e773c3d7d43e7ffc09ca13764408a9cb,train,false,D20,,a Czech road surface with alligator crack and pothole damage,202600511,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0511_formal_train_1339.png,sd3rgda_0511_formal_train_1339.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
512,formal_train_1340,,,3a6e9b763d3e99103a433003b38b92ac425ce815e6a00f9bff4e372cbf50f987,1fbd1e1bc6cf026b0a5dac124bed8f7eeb482fc4722eb3b792eb5052c99befee,train,false,D00,,a Czech road surface with longitudinal crack damage,202600512,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0512_formal_train_1340.png,sd3rgda_0512_formal_train_1340.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
513,formal_train_1342,,,fc61b38154204a985fce94e1711775d3b9e367ee52a3832d774c190cccb97356,293314e3a1507165870f68fc1ab60a4f8864331e7373c03185b0c1cfc3179c16,train,false,D00,,a Czech road surface with longitudinal crack damage,202600513,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0513_formal_train_1342.png,sd3rgda_0513_formal_train_1342.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
514,formal_train_1343,,,e7cd3c0567caa0d469d840ba9b40e63d6021c32251bf7a9e1a83695380e04649,de8d1531c2bf33789e69f320ee01803e2211dea924432dc2eb6a6411e5c5bb36,train,false,D20,,a Czech road surface with alligator crack and pothole damage,202600514,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0514_formal_train_1343.png,sd3rgda_0514_formal_train_1343.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
515,formal_train_1345,,,9df41dffdb41374679eb234f5970abf5a2b5cafd1fdb58fec066548bf863bf26,92d2a4a226c49ba2cca9e2cd0b077aedbf45ebcd1895c8c332d885428469313d,train,false,D10,,a Czech road surface with transverse crack and pothole damage,202600515,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0515_formal_train_1345.png,sd3rgda_0515_formal_train_1345.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
516,formal_train_1350,,,771ccf9b08ad34f3279c9e09a40a23b3b3bf3fb4d441f4373c34b844050a16ac,df05d3aef6baf9f52596f71f0b93214b3e0efb472bc69cb1ff5e15ed9e573e72,train,false,D00,,a Czech road surface with longitudinal crack damage,202600516,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0516_formal_train_1350.png,sd3rgda_0516_formal_train_1350.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
517,formal_train_1352,,,5b28afb84617a9318238847f705cfdde135f2d3a9da4773a351f5f66570ac16c,ec413c3b977e4493aaab594c901a2b0c7f56312a87a9f8a083afdbbffbb21bc9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600517,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0517_formal_train_1352.png,sd3rgda_0517_formal_train_1352.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
518,formal_train_1353,,,1eadc733ab8a4888ab22f8b204f90475c2c5b096f8a6c364b693d80bad6dd712,5d91225a7e6a380b3770e9c23aaa7aefd19c9788ee64d19dbe3276e8c7988115,train,false,D10,,a Czech road surface with transverse crack damage,202600518,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0518_formal_train_1353.png,sd3rgda_0518_formal_train_1353.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
519,formal_train_1354,,,d918dc20da371411fe84d44931f7932e616da3dc1c93ab231de7a734e1037614,c5c6a647cb3600341477ed0fc9ed75a96fffca172fedd3969896684014a5337f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600519,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0519_formal_train_1354.png,sd3rgda_0519_formal_train_1354.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
520,formal_train_1359,,,ecde535067c2c0ac3d41ccac83d3842e0ffa349be6ab6b2b4f3b38bcc884df84,893a4052f27104c1981caca19dbaaed9c1cb44eaf16238f76f9a9b174dd3aaa0,train,false,D10,,a Czech road surface with transverse crack damage,202600520,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0520_formal_train_1359.png,sd3rgda_0520_formal_train_1359.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
521,formal_train_1364,,,441738ab100930a895d4bc0eedf067c19e2d10b51986cfb5d35c4648b467bb4e,a6724b053ef01bd7c61a18382c060fb286bdb80bab735e21b38f38d87c9e8802,train,false,D00,,a Czech road surface with longitudinal crack damage,202600521,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0521_formal_train_1364.png,sd3rgda_0521_formal_train_1364.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
522,formal_train_1365,,,dc9da1fdd41a0f5f5cd1dfd31b4430b9404494b0a9f83676df637939a7a05f5d,d2e3f44b1d2d2e69978a9032dc6d63ae01b7104e935aa50293fbb2e64bdb5254,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600522,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0522_formal_train_1365.png,sd3rgda_0522_formal_train_1365.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
523,formal_train_1367,,,b793c6651d821d24c88f9353e8a2c1a81e8f14c9e546cedc83ed47d601a8689a,fb22783cd020ec809ce55e6127d747ed81693da5bdedcc57d0c17d6ea9156ff9,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600523,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0523_formal_train_1367.png,sd3rgda_0523_formal_train_1367.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
524,formal_train_1368,,,a07430e4842c650e8985817bc5023500fa74fabbb16b20af1d45cd8a031732d3,f6149c1c50a7f4e61d293193c6a23bb372fc1c55609d5df61708d06a0df5d856,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600524,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0524_formal_train_1368.png,sd3rgda_0524_formal_train_1368.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
525,formal_train_1374,,,0f29318d697d7ee728f2db2f43193affc580469fc8f7d37bf97dc8c7ea3eb34f,fbf6db1e75f33588f1f42657dde6133a8a07c7b55cb60aa88343697243d1786b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600525,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0525_formal_train_1374.png,sd3rgda_0525_formal_train_1374.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
526,formal_train_1375,,,80cfc393a9ae0d97746b8f066f968c2d8726599cc27d2380bc527bbfc23af491,6fd76cfcb4f224b441d11f27c6bbebd5535cfaeea9154c3f6ef92fc3810f9758,train,false,D10,,a Czech road surface with transverse crack and alligator crack damage,202600526,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0526_formal_train_1375.png,sd3rgda_0526_formal_train_1375.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
527,formal_train_1376,,,2000482d013c400b0497309fb3cd4bbe12ca5f7158c7df7c48710b2a3353f07e,e32a679036fc5c7f1b7f20d5255e7807cbea41714c9115c3d86aa9edfa05e87c,train,false,D40,,a Czech road surface with pothole damage,202600527,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0527_formal_train_1376.png,sd3rgda_0527_formal_train_1376.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
528,formal_train_1377,,,dde1c19f50bfa37c138a1177774facb06d653b9378d67b3cea43e9c62d342bad,86cd4cfb2259f33fa2d0fd2bb5bec8960543ad0a3f44a3b5900b459aa17c434f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600528,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0528_formal_train_1377.png,sd3rgda_0528_formal_train_1377.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
529,formal_train_1379,,,9df067df3a94a6a2ac578a41258c2e93fe2e360dc6a59d451f7daf134d0d85cb,5997f8955a62da2409404309811bc191fc274f527593a24c80db091acb3ca900,train,false,D00,,a Czech road surface with longitudinal crack damage,202600529,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0529_formal_train_1379.png,sd3rgda_0529_formal_train_1379.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
530,formal_train_1380,,,65a63b865c4ff017b93ce08a1a1d1aa3fe2a4c130fc7914402224c283198f27f,b0b090708d481ca83d5c31ebfb8a112d039f962877a13edb2160a549299e7cf1,train,false,D20,,a Czech road surface with alligator crack damage,202600530,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0530_formal_train_1380.png,sd3rgda_0530_formal_train_1380.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
531,formal_train_1385,,,009e7c7d8d335715b37545013f19896b1d51d9b1f3669b31d555bd0ee5665f23,27e32a60a241f65330ceeb6b65d5f99a4319bb842a7a1efb916c8afc1e425960,train,false,D00,,a Czech road surface with longitudinal crack damage,202600531,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0531_formal_train_1385.png,sd3rgda_0531_formal_train_1385.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
532,formal_train_1387,,,f75ef01c5aae079e332760d8f95df9494eb79c765208ba4dc517f11a2a617810,15096783b5aed2fb503c7c30dfed30cc19fbac8cadb315999c7caca2dba68129,train,false,D10,,a Czech road surface with transverse crack damage,202600532,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0532_formal_train_1387.png,sd3rgda_0532_formal_train_1387.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
533,formal_train_1388,,,f9a479982b6eddc1900a40eec02b2a8f63e05d7cad0634ae604621af44ffd0a9,9490f4bf1a61140f2673b95462a6a42f81848b9fbe560d33e20fa804487ddef8,train,false,D00,,a Czech road surface with longitudinal crack damage,202600533,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0533_formal_train_1388.png,sd3rgda_0533_formal_train_1388.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
534,formal_train_1395,,,c3d34a8846301490a6f8b0e356d1e7be9e9b53999a6c1a3c7d2af7d1d1988437,fc960a4e97eb4df62ee474681012b5bc02b76a39795db8e9ed3d54fe869bcd24,train,false,D00,,a Czech road surface with longitudinal crack damage,202600534,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0534_formal_train_1395.png,sd3rgda_0534_formal_train_1395.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
535,formal_train_1397,,,8ccec7419e657d639132e80511fcc8500285b78ee1665c46a1da0aa1c666d6bc,3ba7c634df3a1f7bd4d7d010d1ba81dcd024f4500c7d98c4dded70f318b655da,train,false,D00,,a Czech road surface with longitudinal crack damage,202600535,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0535_formal_train_1397.png,sd3rgda_0535_formal_train_1397.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
536,formal_train_1398,,,54589f8c3499d2c132e9beabd4096ff58a5911f989a7048d650bedd3215e5274,5b792b95577975d9f7b740c27331887864e772d24f666fd86009b361c09c0d7d,train,false,D00,,a Czech road surface with longitudinal crack damage,202600536,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0536_formal_train_1398.png,sd3rgda_0536_formal_train_1398.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
537,formal_train_1403,,,83ce98e2fd2e97a0d515581b5b7bff81aafb1686fcbf2d11d81adefad46c8654,52aeed13b00d46fbe8751af3015188700283cc372a1a19c3f0c5808d6f27be75,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack and pothole damage,202600537,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0537_formal_train_1403.png,sd3rgda_0537_formal_train_1403.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
538,formal_train_1406,,,0d1288212ce18b57fb9c5351efb83af87ca0c9951624c472b6e8916810dc9c69,3dece3edbe1753594f6acee7595ecbea31f573c10ef152cb5778e51d067a2072,train,false,D00,,a Czech road surface with longitudinal crack damage,202600538,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0538_formal_train_1406.png,sd3rgda_0538_formal_train_1406.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
539,formal_train_1409,,,e2ae3dd3d034fabf8d4d25ca0b43b9a50fa8d2f7b6c82ebc3d272993cc4c210c,e987a8cd59d91838c4e013f922e33e7222f8030ec9f11bcc02ad561123fcb522,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600539,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0539_formal_train_1409.png,sd3rgda_0539_formal_train_1409.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
540,formal_train_1410,,,640c8e843c6c626d1e26d0560b7f0ddd19c883ef82331f071866e821a3d60075,c3c54c78806422af452a6618ef3ee37ea27cc00194403447426f94740c6f750e,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600540,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0540_formal_train_1410.png,sd3rgda_0540_formal_train_1410.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
541,formal_train_1414,,,33c651a09656e48db3afc33b13cf7fd8da19e3f473a9a5a835aa789131133205,f55404803699ad25495f84ed5e8c987d4afb9dcf515533e4c5b92b4c3d5a2020,train,false,D00,,a Czech road surface with longitudinal crack damage,202600541,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0541_formal_train_1414.png,sd3rgda_0541_formal_train_1414.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
542,formal_train_1417,,,de7fa74c98dc797cd8ae1b4595487c90401e88f09e7d3f0c7d39fe48a7c18de1,7db608f6a1a4ff5fb0bc4bd8a44b2e583d37d4e879a45a84acb0ea4a114ed9fe,train,false,D20,,a Czech road surface with alligator crack damage,202600542,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0542_formal_train_1417.png,sd3rgda_0542_formal_train_1417.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
543,formal_train_1419,,,47d3879441aac1c7e87f3eecb515b19040a6bbc52782d12da9483bc0fe77245f,323db9f1b465a657034e32755ba663fdfc93407e712c1c1c1543f35243a38d64,train,false,D00,,a Czech road surface with longitudinal crack damage,202600543,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0543_formal_train_1419.png,sd3rgda_0543_formal_train_1419.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
544,formal_train_1423,,,1a4e5b05da9be4760c021c3f8b466fa44b3f167352f535d852a099c36e9d3952,527994a050ddb30f91c47c018b848b5007b0cc56388df88ed5d64fc25792de0f,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600544,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0544_formal_train_1423.png,sd3rgda_0544_formal_train_1423.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
545,formal_train_1425,,,33347573f9c9588bcef52e67cf291707f26a37441202fb486b4fd0d6132dc347,2ac222032b4acb81a75b3b328bec8d09a646e39e493cb673711407488aa0e50b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600545,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0545_formal_train_1425.png,sd3rgda_0545_formal_train_1425.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
546,formal_train_1427,,,f53e0442900b03455a03d9dc85edb2e2fcd76917e2d224d084ebff8f378c3f86,ff479d86e47d280a8d0e0d4963e841d9fd82e30a6234b9312aa7ec8d2d2d176c,train,false,D10,,a Czech road surface with transverse crack damage,202600546,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0546_formal_train_1427.png,sd3rgda_0546_formal_train_1427.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
547,formal_train_1428,,,40162efd02a69834b54527f89d53e43cf2ae4fcb3f4b6fe4535f57e9d0e8ac93,8819193f98d18be2d25c1885ed49db9c3f7b52a0116b9e586d3fac1e82005223,train,false,D10,,a Czech road surface with transverse crack damage,202600547,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0547_formal_train_1428.png,sd3rgda_0547_formal_train_1428.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
548,formal_train_1431,,,f0c42a1264b0b22e79cf997d8f77c31716bd22a0b954eb18544146cf7a7d3e84,8e6e3d5d7e98a352fe8f2ef36f35dd3c7685f958c9b5d70b09bb2f56446704f2,train,false,D10,,a Czech road surface with transverse crack damage,202600548,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0548_formal_train_1431.png,sd3rgda_0548_formal_train_1431.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
549,formal_train_1434,,,f1a581acbf61e1e42cbc9169f0482293321486d40f153f84554afd85c89bd8fe,f93ca5aca39341e273c7bd27aa96f9906c8c2c61a8681331f05f4c1ffc66b50b,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600549,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0549_formal_train_1434.png,sd3rgda_0549_formal_train_1434.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
550,formal_train_1435,,,d1b43c8af0c9b8bcbe78b88ab02cb19c24cd53815281e50bf59216befe5320dc,dbb76216e656564bda5c9030d5bf4d6a61248e6f288e4e1b153700a1eb775a34,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600550,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0550_formal_train_1435.png,sd3rgda_0550_formal_train_1435.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
551,formal_train_1441,,,b071ef996b74ca5a36133e5cd3c66434344980722dea4377649d87452688c5b3,619cbbea18461af445d785e0cec798e51c59db29fa6207b8a47464e14a543889,train,false,D20,,a Czech road surface with alligator crack and pothole damage,202600551,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0551_formal_train_1441.png,sd3rgda_0551_formal_train_1441.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
552,formal_train_1444,,,4535cba3aacbda02c57901d30a92e0ca28a746720f0b38955ab38504f7c75b1e,08b838a57366b90105d0ea18ae5c65b76957742d53a42e32a2adf915dc77a162,train,false,D00,,a Czech road surface with longitudinal crack damage,202600552,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0552_formal_train_1444.png,sd3rgda_0552_formal_train_1444.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
553,formal_train_1445,,,c09787654a29937c5f04e4dabae06ea5c2da61fda3af29bb88038a0a117906d0,68da6b3b348b78fc2d01f50fefe464682a12c837b56b092a27c9a4bce54ef256,train,false,D40,,a Czech road surface with pothole damage,202600553,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0553_formal_train_1445.png,sd3rgda_0553_formal_train_1445.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
